id,名称,描述,开发备注,图标,不知道,不知道,类型,类型名[text],不知道,星级,不知道,不知道,获取方式,不知道
540,5400,5401,5402,sprite/common/item/icon/coin/item_chouka0.png,sprite/common/common/icon/coin/coin_chouka0.png,0,1,5403,0,0,0,0,402|0,3
541,5410,5411,5412,sprite/common/item/icon/coin/item_chouka1.png,sprite/common/common/icon/coin/coin_chouka1.png,0,1,5413,0,0,0,0,402|0,3
542,5420,5421,5422,sprite/common/item/icon/coin/item_chouka2.png,sprite/common/common/icon/coin/coin_chouka2.png,0,1,5423,0,0,0,0,402|0,3
543,5430,5431,5432,sprite/common/item/icon/coin/item_mojing.png,sprite/common/common/icon/coin/coin_mojing.png,0,1,5433,0,0,0,0,,0
600,6000,6001,6002,sprite/common/item/icon/coin/item_xunzhang.png,sprite/common/common/icon/coin/coin_xunzhang.png,0,1,6003,0,0,0,0,,0
601,6010,6011,6012,sprite/common/item/icon/coin/item_601.png,sprite/common/common/icon/coin/coin_jinbi.png,0,1,6013,0,0,0,0,406|0,3
602,6020,6021,6022,sprite/common/item/icon/coin/item_602.png,sprite/common/common/icon/coin/coin_jinbi.png,0,1,6023,0,0,0,0,403|0,3
603,6030,6031,6032,sprite/common/item/icon/coin/item_603.png,sprite/common/common/icon/coin/coin_jinbi.png,0,1,6033,0,0,0,0,403|0,3
604,6040,6041,6042,sprite/common/item/icon/coin/item_604.png,sprite/common/common/icon/coin/coin_jinbi.png,0,1,6043,0,0,0,0,403|0,3
605,6050,6051,6052,sprite/common/item/icon/coin/item_zhishi.png,sprite/common/common/icon/coin/coin_jinbi.png,0,1,6053,0,0,0,0,403|0,0
606,6060,6061,6062,sprite/common/item/icon/coin/item_daibi1.png,sprite/common/common/icon/coin/coin_daibi1.png,0,1,6063,0,0,0,0,422|0,0
607,6070,6071,6072,sprite/common/item/icon/coin/item_604.png,sprite/common/common/icon/coin/coin_jinbi.png,0,1,6073,0,0,0,0,403|0,0
608,6080,6081,6082,sprite/common/item/icon/coin/item_608.png,sprite/common/common/icon/coin/coin_jinbi.png,0,1,6083,0,0,0,0,403|0,3
609,6090,6091,6092,sprite/common/item/icon/coin/item_609.png,sprite/common/common/icon/coin/coin_jinbi.png,7,19,6093,0,0,0,0,,0
610,6100,6101,6102,sprite/common/item/icon/coin/item_610.png,sprite/common/common/icon/coin/coin_jinbi.png,8,20,6103,0,0,0,0,,0
611,6110,6111,6112,sprite/common/item/icon/coin/item_611.png,sprite/common/common/icon/coin/coin_jinbi.png,9,21,6113,0,0,0,0,,0
1000,10000,10001,10002,sprite/common/item/icon/material/item_1000.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10003,0,0,0,0,406|2,1
1001,10010,10011,10012,sprite/common/item/icon/material/item_1001.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10013,0,0,0,0,406|2,1
1002,10020,10021,10022,sprite/common/item/icon/material/item_1002.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10023,0,0,0,0,406|6,1
1003,10030,10031,10032,sprite/common/item/icon/material/item_1003.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10033,0,0,0,0,406|6,1
1004,10040,10041,10042,sprite/common/item/icon/material/item_1004.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10043,0,0,0,0,406|4,1
1005,10050,10051,10052,sprite/common/item/icon/material/item_1005.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10053,0,0,0,0,406|5,1
1006,10060,10061,10062,sprite/common/item/icon/material/item_1006.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10063,0,0,0,0,406|2,1
1007,10070,10071,10072,sprite/common/item/icon/material/item_1007.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10073,0,0,0,0,406|6,1
1008,10080,10081,10082,sprite/common/item/icon/material/item_1008.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10083,0,0,0,0,406|4,1
1009,10090,10091,10092,sprite/common/item/icon/material/item_1009.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10093,0,0,0,0,406|2,1
1010,10100,10101,10102,sprite/common/item/icon/material/item_1010.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10103,0,0,0,0,406|2,1
1011,10110,10111,10112,sprite/common/item/icon/material/item_1011.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10113,0,0,0,0,406|5,1
1012,10120,10121,10122,sprite/common/item/icon/material/item_1012.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10123,0,0,0,0,406|6,1
1013,10130,10131,10132,sprite/common/item/icon/material/item_1013.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10133,0,0,0,0,406|8,1
1014,10140,10141,10142,sprite/common/item/icon/material/item_1014.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10143,0,0,0,0,406|4,1
1015,10150,10151,10152,sprite/common/item/icon/material/item_1015.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10153,0,0,0,0,406|6,1
1016,10160,10161,10162,sprite/common/item/icon/material/item_1016.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10163,0,0,0,0,406|7,1
1017,10170,10171,10172,sprite/common/item/icon/material/item_1017.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10173,0,0,0,0,406|8,1
1018,10180,10181,10182,sprite/common/item/icon/material/item_1018.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10183,0,0,0,0,406|5,1
1019,10190,10191,10192,sprite/common/item/icon/material/item_1019.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10193,0,0,0,0,406|5,1
1020,10200,10201,10202,sprite/common/item/icon/material/item_1020.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10203,0,0,0,0,406|5,1
1021,10210,10211,10212,sprite/common/item/icon/material/item_1021.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10213,0,0,0,0,406|7,1
1022,10220,10221,10222,sprite/common/item/icon/material/item_1022.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10223,0,0,0,0,406|7,1
1023,10230,10231,10232,sprite/common/item/icon/material/item_1023.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10233,0,0,0,0,406|7,1
1024,10240,10241,10242,sprite/common/item/icon/material/item_1024.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10243,0,0,0,0,406|7,1
1025,10250,10251,10252,sprite/common/item/icon/material/item_1025.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10253,0,0,0,0,406|8,1
1026,10260,10261,10262,sprite/common/item/icon/material/item_1026.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10263,0,0,0,0,406|8,1
1027,10270,10271,10272,sprite/common/item/icon/material/item_1027.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10273,0,0,0,0,406|8,1
1028,10280,10281,10282,sprite/common/item/icon/material/item_1028.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10283,0,0,0,0,406|4,1
1029,10290,10291,10292,sprite/common/item/icon/material/item_1029.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10293,0,0,0,0,406|4,1
1050,10500,10501,10502,sprite/common/item/icon/material/item_1050.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10503,0,0,0,0,406|4,1
1051,10510,10511,10512,sprite/common/item/icon/material/item_1051.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10513,0,0,0,0,406|2,1
1052,10520,10521,10522,sprite/common/item/icon/material/item_1052.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10523,0,0,0,0,406|3,1
1053,10530,10531,10532,sprite/common/item/icon/material/item_1053.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10533,0,0,0,0,406|7,1
1054,10540,10541,10542,sprite/common/item/icon/material/item_1054.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10543,0,0,0,0,406|5,1
1055,10550,10551,10552,sprite/common/item/icon/material/item_1055.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10553,0,0,0,0,406|8,1
1056,10560,10561,10562,sprite/common/item/icon/material/item_1056.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10563,0,0,0,0,406|8,1
1057,10570,10571,10572,sprite/common/item/icon/material/item_1057.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10573,0,0,0,0,406|6,1
1058,10580,10581,10582,sprite/common/item/icon/material/item_1058.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10583,0,0,0,0,406|2,1
1059,10590,10591,10592,sprite/common/item/icon/material/item_1059.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10593,0,0,0,0,406|3,1
1060,10600,10601,10602,sprite/common/item/icon/material/item_1060.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10603,0,0,0,0,406|7,1
1061,10610,10611,10612,sprite/common/item/icon/material/item_1061.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10613,0,0,0,0,406|8,1
1062,10620,10621,10622,sprite/common/item/icon/material/item_1062.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10623,0,0,0,0,406|8,1
1063,10630,10631,10632,sprite/common/item/icon/material/item_1063.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10633,0,0,0,0,406|6,1
1064,10640,10641,10642,sprite/common/item/icon/material/item_1064.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10643,0,0,0,0,406|2,1
1065,10650,10651,10652,sprite/common/item/icon/material/item_1065.png,sprite/common/common/icon/coin/coin_jinbi.png,0,2,10653,0,0,0,0,406|3,1
5000,50000,50001,50002,sprite/common/item/icon/seed/item_5000.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50003,0,0,0,0,406|1,1
5001,50010,50011,50012,sprite/common/item/icon/seed/item_5001.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50013,0,0,0,0,406|1,1
5002,50020,50021,50022,sprite/common/item/icon/seed/item_5002.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50023,0,0,0,0,406|1,1
5003,50030,50031,50032,sprite/common/item/icon/seed/item_5003.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50033,0,0,0,0,,1
5004,50040,50041,50042,sprite/common/item/icon/seed/item_5004.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50043,0,0,0,0,,1
5005,50050,50051,50052,sprite/common/item/icon/seed/item_5005.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50053,0,0,0,0,,1
5006,50060,50061,50062,sprite/common/item/icon/seed/item_5006.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50063,0,0,0,0,,1
5007,50070,50071,50072,sprite/common/item/icon/seed/item_5007.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50073,0,0,0,0,406|3,1
5008,50080,50081,50082,sprite/common/item/icon/seed/item_5008.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50083,0,0,0,0,406|3,1
5009,50090,50091,50092,sprite/common/item/icon/seed/item_5009.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50093,0,0,0,0,406|3,1
5010,50100,50101,50102,sprite/common/item/icon/seed/item_5010.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50103,0,0,0,0,,1
5011,50110,50111,50112,sprite/common/item/icon/seed/item_5011.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50113,0,0,0,0,,1
5012,50120,50121,50122,sprite/common/item/icon/seed/item_5012.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50123,0,0,0,0,,1
5013,50130,50131,50132,sprite/common/item/icon/seed/item_5013.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50133,0,0,0,0,,1
5014,50140,50141,50142,sprite/common/item/icon/seed/item_5014.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50143,0,0,0,0,406|1,1
5015,50150,50151,50152,sprite/common/item/icon/seed/item_5015.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50153,0,0,0,0,406|1,1
5016,50160,50161,50162,sprite/common/item/icon/seed/item_5016.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50163,0,0,0,0,406|1,1
5017,50170,50171,50172,sprite/common/item/icon/seed/item_5017.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50173,0,0,0,0,406|3,1
5018,50180,50181,50182,sprite/common/item/icon/seed/item_5018.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50183,0,0,0,0,406|3,1
5019,50190,50191,50192,sprite/common/item/icon/seed/item_5019.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50193,0,0,0,0,406|3,1
5020,50200,50201,50202,sprite/common/item/icon/seed/item_5020.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50203,0,0,0,0,,1
5021,50210,50211,50212,sprite/common/item/icon/seed/item_5021.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50213,0,0,0,0,,1
5022,50220,50221,50222,sprite/common/item/icon/seed/item_5022.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50223,0,0,0,0,,1
5023,50230,50231,50232,sprite/common/item/icon/seed/item_5023.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50233,0,0,0,0,,1
5024,50240,50241,50242,sprite/common/item/icon/seed/item_5024.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50243,0,0,0,0,,1
5025,50250,50251,50252,sprite/common/item/icon/seed/item_5025.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50253,0,0,0,0,,1
5026,50260,50261,50262,sprite/common/item/icon/seed/item_5026.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50263,0,0,0,0,,1
5027,50270,50271,50272,sprite/common/item/icon/seed/item_5027.png,sprite/common/common/icon/coin/coin_jinbi.png,0,3,50273,0,0,0,0,,1
7000,70000,70001,70002,sprite/common/item/icon/plant/item_7000.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70003,0,0,5,500,407|0,1
7001,70010,70011,70012,sprite/common/item/icon/plant/item_7001.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70013,0,0,20,500,407|0,1
7002,70020,70021,70022,sprite/common/item/icon/plant/item_7002.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70023,0,0,170,500,407|0,1
7003,70030,70031,70032,sprite/common/item/icon/plant/item_7003.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70033,0,0,7,500,407|0,1
7004,70040,70041,70042,sprite/common/item/icon/plant/item_7004.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70043,0,0,5,500,407|0,1
7005,70050,70051,70052,sprite/common/item/icon/plant/item_7005.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70053,0,0,10,500,407|0,1
7006,70060,70061,70062,sprite/common/item/icon/plant/item_7006.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70063,0,0,25,500,407|0,1
7007,70070,70071,70072,sprite/common/item/icon/plant/item_7007.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70073,0,0,15,500,407|0,1
7008,70080,70081,70082,sprite/common/item/icon/plant/item_7008.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70083,0,0,200,500,407|0,1
7009,70090,70091,70092,sprite/common/item/icon/plant/item_7009.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70093,0,0,420,500,407|0,1
7010,70100,70101,70102,sprite/common/item/icon/plant/item_7010.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70103,0,0,100,500,407|0,1
7011,70110,70111,70112,sprite/common/item/icon/plant/item_7011.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70113,0,0,60,500,407|0,1
7012,70120,70121,70122,sprite/common/item/icon/plant/item_7012.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70123,0,0,130,500,407|0,1
7013,70130,70131,70132,sprite/common/item/icon/plant/item_7013.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70133,0,0,10,500,407|0,1
7014,70140,70141,70142,sprite/common/item/icon/plant/item_7014.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70143,0,0,15,500,407|0,1
7015,70150,70151,70152,sprite/common/item/icon/plant/item_7015.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70153,0,0,45,500,407|0,1
7016,70160,70161,70162,sprite/common/item/icon/plant/item_7016.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70163,0,0,420,500,407|0,1
7017,70170,70171,70172,sprite/common/item/icon/plant/item_7017.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70173,0,0,45,500,407|0,1
7018,70180,70181,70182,sprite/common/item/icon/plant/item_7018.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70183,0,0,170,500,407|0,1
7019,70190,70191,70192,sprite/common/item/icon/plant/item_7019.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70193,0,0,420,500,407|0,1
7020,70200,70201,70202,sprite/common/item/icon/plant/item_7020.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70203,0,0,210,500,407|0,1
7021,70210,70211,70212,sprite/common/item/icon/plant/item_7021.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70213,0,0,30,500,407|0,1
7022,70220,70221,70222,sprite/common/item/icon/plant/item_7022.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70223,0,0,100,500,407|0,1
7023,70230,70231,70232,sprite/common/item/icon/plant/item_7023.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70233,0,0,210,500,407|0,1
7024,70240,70241,70242,sprite/common/item/icon/plant/item_7024.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70243,0,0,0,0,407|0,1
7025,70250,70251,70252,sprite/common/item/icon/plant/item_7025.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70253,0,0,0,0,407|0,1
7026,70260,70261,70262,sprite/common/item/icon/plant/item_7026.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70263,0,0,0,0,407|0,1
7027,70270,70271,70272,sprite/common/item/icon/plant/item_7027.png,sprite/common/common/icon/coin/coin_jinbi.png,0,4,70273,0,0,0,0,407|0,1
11000,110000,110001,110002,sprite/common/item/icon/pot/item_1.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110003,0,0,0,0,,0
11001,110010,110011,110012,sprite/common/item/icon/pot/item_1.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110013,0,0,0,0,,0
11002,110020,110021,110022,sprite/common/item/icon/pot/item_1.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110023,0,0,0,0,,0
11003,110030,110031,110032,sprite/common/item/icon/pot/item_1.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110033,0,0,0,0,,0
11004,110040,110041,110042,sprite/common/item/icon/pot/item_2.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110043,0,0,0,0,,0
11005,110050,110051,110052,sprite/common/item/icon/pot/item_2.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110053,0,0,0,0,,0
11006,110060,110061,110062,sprite/common/item/icon/pot/item_2.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110063,0,0,0,0,,0
11007,110070,110071,110072,sprite/common/item/icon/pot/item_2.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110073,0,0,0,0,,0
11008,110080,110081,110082,sprite/common/item/icon/pot/item_1.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110083,0,0,0,0,,0
11009,110090,110091,110092,sprite/common/item/icon/pot/item_1.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110093,0,0,0,0,,0
11010,110100,110101,110102,sprite/common/item/icon/pot/item_1.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110103,0,0,0,0,,0
11011,110110,110111,110112,sprite/common/item/icon/pot/item_1.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110113,0,0,0,0,,0
11012,110120,110121,110122,sprite/common/item/icon/pot/item_2.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110123,0,0,0,0,,0
11013,110130,110131,110132,sprite/common/item/icon/pot/item_2.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110133,0,0,0,0,,0
11014,110140,110141,110142,sprite/common/item/icon/pot/item_2.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110143,0,0,0,0,,0
11015,110150,110151,110152,sprite/common/item/icon/pot/item_2.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110153,0,0,0,0,,0
11020,110200,110201,110202,sprite/common/item/icon/pot/item_0.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110203,0,0,0,0,,0
11021,110210,110211,110212,sprite/common/item/icon/pot/item_0.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110213,0,0,0,0,,0
11022,110220,110221,110222,sprite/common/item/icon/pot/item_0.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110223,0,0,0,0,,0
11023,110230,110231,110232,sprite/common/item/icon/pot/item_0.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110233,0,0,0,0,,0
11024,110240,110241,110242,sprite/common/item/icon/pot/item_3.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110243,0,0,0,0,,0
11025,110250,110251,110252,sprite/common/item/icon/pot/item_3.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110253,0,0,0,0,,0
11026,110260,110261,110262,sprite/common/item/icon/pot/item_3.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110263,0,0,0,0,,0
11027,110270,110271,110272,sprite/common/item/icon/pot/item_3.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110273,0,0,0,0,,0
11028,110280,110281,110282,sprite/common/item/icon/pot/item_3.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110283,0,0,0,0,,0
11029,110290,110291,110292,sprite/common/item/icon/pot/item_3.png,sprite/common/common/icon/coin/coin_jinbi.png,0,6,110293,0,0,0,0,,0
