id,映射[text_i18n]
4330,4330
4332,4332
4340,4340
4350,4350
4360,4360
4370,4370
4380,4380
4390,4390
4400,4400
4401,4061
4410,4410
4412,4412
4420,4200100
4422,4422
4430,4430
4440,4440
4450,4450
4460,4460
4470,4470
4480,4480
4490,4490
4500,4500
4510,4510
4520,4520
4530,4530
4532,4532
4540,4540
4542,4542
4550,4550
4560,4560
4570,4570
4580,4580
4590,4590
4600,4600
4610,4610
4620,4620
5000,5000
5001,5001
5002,5002
5003,5003
5010,5010
5011,5011
5012,5012
5013,5003
5020,5020
5021,5021
5022,5022
5023,5003
5030,5030
5031,5031
5032,5032
5033,5003
5040,5040
5041,5041
5042,5032
5043,5003
5050,5050
5051,5051
5053,5003
5060,5060
5061,5061
5063,5003
5070,5070
5071,5071
5073,5003
5080,5080
5081,5081
5082,5082
5083,5003
5090,5090
5091,5091
5092,5092
5093,5003
5100,5100
5101,5101
5102,5102
5103,5003
5110,5110
5111,5111
5112,5112
5113,5003
5130,5130
5131,5131
5132,5132
5133,5003
5140,5140
5141,5141
5142,5142
5143,5003
5150,5150
5151,5151
5152,5152
5153,5003
5160,5160
5161,5161
5162,5162
5163,5003
5170,5170
5171,5171
5172,5172
5173,5003
5180,5180
5181,5181
5182,5182
5183,5003
5190,5180
5191,5181
5192,5182
5193,5003
5200,5200
5201,5201
5202,5200
5203,5003
5210,5210
5211,5211
5212,5212
5213,5003
5220,5220
5221,5221
5222,5222
5223,5003
5230,5230
5231,5231
5232,5232
5233,5003
5240,5240
5241,5241
5242,5242
5243,5003
5250,5250
5251,5251
5252,5252
5253,5003
5260,5260
5261,5261
5262,5262
5263,5003
5270,5270
5271,5271
5272,5272
5273,5003
5280,5280
5281,5281
5282,5272
5283,5003
5290,5290
5291,5291
5292,5272
5293,5003
5300,5300
5301,5301
5302,5272
5303,5003
5310,5310
5311,5311
5312,5272
5313,5003
5320,5320
5321,5321
5322,5272
5323,5003
5350,5350
5351,5351
5352,5352
5353,5003
5360,5360
5361,5361
5362,5362
5363,5003
5370,5370
5371,5371
5372,5372
5373,5003
5380,5380
5381,5381
5382,5382
5383,5003
5390,5390
5391,5391
5392,5392
5393,5003
5400,5400
5401,5401
5402,5402
5403,5003
5410,5410
5411,5411
5412,5412
5413,5003
5420,5420
5421,5421
5422,5422
5423,5003
5430,5010
5431,5431
5432,5432
5433,5003
6000,6000
6001,6001
6002,6002
6003,5003
6010,6010
6011,6011
6012,6012
6013,5003
6020,6020
6021,6021
6022,6012
6023,5003
6030,6030
6031,6031
6032,6032
6033,5003
6040,6040
6041,6041
6042,6032
6043,5003
6050,6050
6051,6050
6052,6050
6053,5003
6060,6060
6061,6050
6062,6050
6063,5003
6070,6070
6071,6050
6072,6050
6073,5003
6080,4530
6081,6081
6082,6082
6083,5003
6090,4800060
6091,4800060
6092,4800060
6093,5003
6100,6100
6101,6100
6102,6100
6103,5003
6110,6110
6111,6110
6112,6110
6113,5003
10000,10000
10001,10001
10002,10002
10003,10003
10010,10010
10011,10011
10012,10002
10013,10003
10020,10020
10021,10021
10022,10002
10023,10003
10030,10030
10031,10031
10032,10002
10033,10003
10040,10040
10041,10041
10042,10002
10043,10003
10050,10050
10051,10051
10052,10002
10053,10003
10060,10060
10061,10061
10062,10002
10063,10003
10070,10070
10071,10071
10072,10002
10073,10003
10080,10080
10081,10081
10082,10002
10083,10003
10090,10090
10091,10091
10092,10002
10093,10003
10100,10100
10101,10101
10102,10002
10103,10003
10110,10110
10111,10111
10112,10002
10113,10003
10120,10120
10121,10121
10122,10002
10123,10003
10130,10130
10131,10131
10132,10002
10133,10003
10140,10140
10141,10141
10142,10002
10143,10003
10150,10150
10151,10151
10152,10002
10153,10003
10160,10160
10161,10161
10162,10002
10163,10003
10170,10170
10171,10171
10172,10002
10173,10003
10180,10180
10181,10181
10182,10002
10183,10003
10190,10190
10191,10191
10192,10002
10193,10003
10200,10200
10201,10201
10202,10002
10203,10003
10210,10210
10211,10211
10212,10002
10213,10003
10220,10220
10221,10221
10222,10002
10223,10003
10230,10230
10231,10231
10232,10002
10233,10003
10240,10240
10241,10241
10242,10002
10243,10003
10250,10250
10251,10251
10252,10002
10253,10003
10260,10260
10261,10261
10262,10002
10263,10003
10270,10270
10271,10271
10272,10002
10273,10003
10280,10280
10281,10281
10282,10002
10283,10003
10290,10290
10291,10291
10292,10002
10293,10003
10500,10500
10501,10501
10502,10002
10503,10003
10510,10510
10511,10511
10512,10002
10513,10003
10520,10520
10521,10521
10522,10002
10523,10003
10530,10530
10531,10531
10532,10002
10533,10003
10540,10540
10541,10541
10542,10002
10543,10003
10550,10550
10551,10551
10552,10002
10553,10003
10560,10560
10561,10561
10562,10002
10563,10003
10570,10570
10571,10571
10572,10002
10573,10003
10580,10580
10581,10581
10582,10002
10583,10003
10590,10590
10591,10591
10592,10002
10593,10003
10600,10600
10601,10601
10602,10002
10603,10003
10610,10610
10611,10611
10612,10002
10613,10003
10620,10620
10621,10621
10622,10002
10623,10003
10630,10630
10631,10631
10632,10002
10633,10003
10640,10640
10641,10641
10642,10002
10643,10003
10650,10650
10651,10651
10652,10002
10653,10003
50000,50000
50001,50001
50002,50002
50003,50003
50010,50010
50011,50011
50012,50002
50013,50003
50020,50020
50021,50021
50022,50002
50023,50003
50030,50030
50031,50031
50032,50002
50033,50003
50040,50040
50041,50041
50042,50002
50043,50003
50050,50050
50051,50051
50052,50002
50053,50003
50060,50060
50061,50061
50062,50002
50063,50003
50070,50070
50071,50071
50072,50002
50073,50003
50080,50080
50081,50081
50082,50002
50083,50003
50090,50090
50091,50091
50092,50002
50093,50003
50100,50100
50101,50101
50102,50002
50103,50003
50110,50110
50111,50111
50112,50002
50113,50003
50120,50120
50121,50121
50122,50002
50123,50003
50130,50130
50131,50131
50132,50002
50133,50003
50140,50140
50141,50141
50142,50002
50143,50003
50150,50150
50151,50151
50152,50002
50153,50003
50160,50160
50161,50161
50162,50002
50163,50003
50170,50170
50171,50171
50172,50002
50173,50003
50180,50180
50181,50181
50182,50002
50183,50003
50190,50190
50191,50191
50192,50002
50193,50003
50200,50200
50201,50201
50202,50002
50203,50003
50210,50210
50211,50211
50212,50002
50213,50003
50220,50220
50221,50221
50222,50002
50223,50003
50230,50230
50231,50231
50232,50002
50233,50003
50240,50240
50241,50241
50242,50002
50243,50003
50250,50250
50251,50251
50252,50002
50253,50003
50260,50260
50261,50261
50262,50002
50263,50003
50270,50270
50271,50271
50272,50002
50273,50003
70000,70000
70001,70001
70002,70002
70003,70003
70010,70010
70011,70011
70012,70002
70013,70003
70020,70020
70021,70021
70022,70002
70023,70003
70030,70030
70031,70031
70032,70002
70033,70003
70040,50040
70041,70041
70042,70002
70043,70003
70050,50050
70051,70051
70052,70002
70053,70003
70060,50060
70061,70061
70062,70002
70063,70003
70070,70070
70071,70071
70072,70002
70073,70003
70080,70080
70081,70081
70082,70002
70083,70003
70090,70090
70091,70091
70092,70002
70093,70003
70100,50100
70101,70101
70102,70002
70103,70003
70110,50110
70111,70111
70112,70002
70113,70003
70120,50120
70121,70121
70122,70002
70123,70003
70130,50130
70131,70131
70132,70002
70133,70003
70140,70140
70141,70141
70142,70002
70143,70003
70150,70150
70151,70151
70152,70002
70153,70003
70160,70160
70161,70161
70162,70002
70163,70003
70170,70170
70171,70171
70172,70002
70173,70003
70180,70180
70181,70181
70182,70002
70183,70003
70190,70190
70191,70191
70192,70002
70193,70003
70200,70200
70201,70201
70202,70002
70203,70003
70210,70210
70211,70211
70212,70002
70213,70003
70220,70220
70221,70221
70222,70002
70223,70003
70230,70230
70231,70231
70232,70002
70233,70003
70240,70240
70241,50241
70242,70002
70243,70003
70250,70250
70251,50251
70252,70002
70253,70003
70260,70260
70261,50261
70262,70002
70263,70003
70270,70270
70271,50271
70272,70002
70273,70003
90000,90000
90001,90001
90002,90002
90010,90010
90011,90011
90012,90002
90020,90020
90021,90021
90022,90002
90030,90030
90031,90031
90032,90002
90040,90040
90041,90041
90042,90002
90050,90050
90051,90051
90052,90002
90060,90060
90061,90061
90062,90002
90070,90070
90071,90071
90072,90002
90080,90080
90081,90081
90082,90002
90090,90090
90091,90091
90092,90002
90100,90100
90101,90101
90102,90002
90110,90110
90111,90111
90112,90002
90120,90120
90121,90121
90122,90002
90130,90130
90131,90131
90132,90002
90140,90140
90141,90141
90142,90002
90150,90150
90151,90151
90152,90002
90160,90160
90161,90161
90162,90002
90170,90170
90171,90171
90172,90002
90180,90180
90181,90181
90182,90002
90190,90190
90191,90191
90192,90002
90200,90200
90201,90201
90202,90002
90210,90210
90211,90211
90212,90002
90220,90220
90221,90221
90222,90002
90230,90230
90231,90231
90232,90002
90240,90240
90241,90241
90242,90002
90250,90250
90251,90251
90252,90002
90260,90260
90261,90261
90262,90002
90270,90270
90271,90271
90272,90002
90280,90280
90281,90281
90282,90002
90290,90290
90291,90291
90292,90002
90300,90300
90301,90301
90302,90002
90310,90310
90311,90311
90312,90002
90320,90320
90321,90321
90322,90002
90330,90330
90331,90331
90332,90002
90340,90340
90341,90341
90342,90002
90350,90350
90351,90351
90352,90002
90360,90360
90361,90361
90362,90002
90370,90370
90371,90371
90372,90002
90380,90380
90381,90381
90382,90002
90390,90390
90391,90391
90392,90002
90400,90400
90401,90401
90402,90002
90410,90410
90411,90411
90412,90002
90420,90420
90421,90421
90422,90002
90430,90430
90431,90431
90432,90002
90440,90440
90441,90441
90442,90002
90450,90450
90451,90451
90452,90002
90460,90460
90461,90461
90462,90002
90470,90470
90471,90471
90472,90002
90480,90480
90481,90481
90482,90002
90490,90490
90491,90491
90492,90002
90500,90500
90501,90501
90502,90002
90510,90510
90511,90511
90512,90002
90520,90520
90521,90521
90522,90002
90530,90530
90531,90531
90532,90002
90540,90540
90541,90541
90542,90002
90550,90550
90551,90551
90552,90002
90560,90560
90561,90561
90562,90002
90570,90570
90571,90571
90572,90002
90580,90580
90581,90581
90582,90002
90590,90590
90591,90591
90592,90002
90600,90600
90601,90601
90602,90002
90610,90610
90611,90611
90612,90002
90620,90620
90621,90621
90622,90002
90630,90630
90631,90631
90632,90002
90640,90640
90641,90641
90642,90002
90650,4906500
90651,90651
90652,90002
90660,90660
90661,90661
90662,90002
90670,90670
90671,90671
90672,90002
90680,90680
90681,90681
90682,90002
90690,90690
90691,90691
90692,90002
90700,90700
90701,90701
90702,90002
90710,90710
90711,90711
90712,90002
90720,90720
90721,90721
90722,90002
90730,90730
90731,90731
90732,90002
90740,4907400
90741,90741
90742,90002
90750,90750
90751,90751
90752,90002
90760,90760
90761,90761
90762,90002
90770,90770
90771,90771
90772,90002
90780,90780
90781,90781
90782,90002
90790,90790
90791,90791
90792,90002
90800,90800
90801,90801
90802,90002
90810,90810
90811,90811
90812,90002
90820,90820
90821,90821
90822,90002
90830,90830
90831,90831
90832,90002
90840,90840
90841,90841
90842,90002
90850,90850
90851,90851
90852,90002
90860,90860
90861,90861
90862,90002
90870,90870
90871,90871
90872,90002
90880,90880
90881,90881
90882,90002
90890,90890
90891,90891
90892,90002
90900,90900
90901,90901
90902,90002
90910,90910
90911,90911
90912,90002
90920,90920
90921,90921
90922,90002
90930,90930
90931,90931
90932,90002
90940,90940
90941,90941
90942,90002
90950,90950
90951,90951
90952,90002
90960,90960
90961,90961
90962,90002
90970,90970
90971,90971
90972,90002
90980,90980
90981,90981
90982,90002
90990,90990
90991,90991
90992,90002
91000,91000
91001,91001
91002,90002
91010,91010
91011,91011
91012,90002
91020,91020
91021,91021
91022,90002
91030,91030
91031,91031
91032,90002
91040,91040
91041,91041
91042,90002
91050,91050
91051,91051
91052,90002
91060,91060
91061,91061
91062,90002
91070,91070
91071,91071
91072,90002
91080,91080
91081,91081
91082,90002
91090,91090
91091,91091
91092,90002
91100,91100
91101,91101
91102,90002
91110,91110
91111,91111
91112,90002
91120,91120
91121,91121
91122,90002
91130,91130
91131,91131
91132,90002
91140,91140
91141,91141
91142,90002
91150,91150
91151,91151
91152,90002
91160,91160
91161,91161
91162,90002
91170,91170
91171,91171
91172,90002
91180,91180
91181,91181
91182,90002
91190,91190
91191,91191
91192,90002
91200,91200
91201,91201
91202,90002
91210,91210
91211,91211
91212,90002
91220,91220
91221,91221
91222,90002
91230,91230
91231,91231
91232,90002
91240,91240
91241,91241
91242,90002
91250,91250
91251,91251
91252,90002
91260,91260
91261,91261
91262,90002
91270,91270
91271,91271
91272,90002
91280,91280
91281,91281
91282,90002
91290,91290
91291,91291
91292,90002
91300,91300
91301,91301
91302,90002
91310,91310
91311,91311
91312,90002
91320,91320
91321,91321
91322,90002
91330,91330
91331,91331
91332,90002
91340,91340
91341,91341
91342,90002
91350,91350
91351,91351
91352,90002
91360,91360
91361,91361
91362,90002
91370,91370
91371,91371
91372,90002
91380,91380
91381,91381
91382,90002
91390,91390
91391,91391
91392,90002
91400,91400
91401,91401
91402,90002
91410,91410
91411,91411
91412,90002
91420,91420
91421,91421
91422,90002
91430,91430
91431,91431
91432,90002
91440,91440
91441,91441
91442,90002
91450,91450
91451,91451
91452,90002
91460,91460
91461,91461
91462,90002
91470,91470
91471,91471
91472,90002
91480,91480
91481,91481
91482,90002
91490,91490
91491,91491
91492,90002
95000,95000
95001,95001
95002,95002
95010,95010
95011,95011
95012,95002
95020,95020
95021,95021
95022,95002
95030,95030
95031,95031
95032,95002
95040,95040
95041,95041
95042,95002
95050,95050
95051,95051
95052,95002
95060,95060
95061,95061
95062,95002
95070,95070
95071,95071
95072,95002
95080,95080
95081,95081
95082,95002
95090,95090
95091,95091
95092,95002
95100,95100
95101,95101
95102,95002
95110,95110
95111,95111
95112,95002
95120,95120
95121,95121
95122,95002
95130,95130
95131,95131
95132,95002
95140,95140
95141,95141
95142,95002
95150,95150
95151,95151
95152,95002
95160,95160
95161,95161
95162,95002
95170,95170
95171,95171
95172,95002
95180,95180
95181,95181
95182,95002
95190,95190
95191,95191
95192,95002
95200,95200
95201,95201
95202,95002
95210,95210
95211,95211
95212,95002
95220,95220
95221,95221
95222,95002
95230,95230
95231,95231
95232,95002
95240,95240
95241,95241
95242,95002
95250,95250
95251,95251
95252,95002
95260,95260
95261,95261
95262,95002
95270,95270
95271,95271
95272,95002
95280,95280
95281,95281
95282,95002
95290,95290
95291,95291
95292,95002
95300,95300
95301,95301
95302,95002
95310,95310
95311,95311
95312,95002
95320,95320
95321,95321
95322,95002
95330,95330
95331,95331
95332,95002
95340,95340
95341,95341
95342,95002
95350,95350
95351,95351
95352,95002
98000,98000
98001,98001
98002,4040050
98010,98010
98011,98011
98012,4040050
98020,98020
98021,98021
98022,4040050
98030,98030
98031,98031
98032,4040050
98040,98040
98041,98041
98042,4040050
98050,98050
98051,98051
98052,4040050
98060,98060
98061,98061
98062,4040050
98070,98070
98071,98071
98072,4040050
98080,98080
98081,98081
98082,4040050
98090,98090
98091,98091
98092,4040050
98100,98100
98101,98101
98102,4040050
98110,98110
98111,98111
98112,4040050
98120,98120
98121,98121
98122,4040050
98130,98130
98131,98131
98132,4040050
98140,98140
98141,98141
98142,4040050
98150,98150
98151,98151
98152,4040050
98160,98160
98161,98161
98162,4040050
98170,98170
98171,98171
98172,4040050
98180,98180
98181,98181
98182,4040050
98190,98190
98191,98191
98192,4040050
98200,98200
98201,98201
98202,4040050
98210,98210
98211,98211
98212,4040050
98220,98220
98221,98221
98222,4040050
98230,98230
98231,98231
98232,4040050
98240,98240
98241,98241
98242,4040050
98250,98250
98251,98251
98252,4040050
98260,98260
98261,98261
98262,4040050
98270,98270
98271,98271
98272,4040050
98280,98280
98281,98281
98282,4040050
98290,98290
98291,98291
98292,4040050
98300,98300
98301,98301
98302,4040050
98310,98310
98311,98311
98312,4040050
98320,98320
98321,98321
98322,4040050
98330,98330
98331,98331
98332,4040050
98340,98340
98341,98341
98342,4040050
98350,98350
98351,98351
98352,4040050
98360,98360
98361,98361
98362,4040050
98370,98370
98371,98371
98372,4040050
98380,98380
98381,98381
98382,4040050
98390,98390
98391,98391
98392,4040050
99000,99000
99001,99001
99002,4040040
99010,99010
99011,99011
99012,4040040
99020,99020
99021,99021
99022,4040040
99030,99030
99031,99031
99032,4040040
99040,99040
99041,99041
99042,4040040
99050,99050
99051,99051
99052,4040040
99060,99060
99061,99061
99062,4040040
99070,99070
99071,99071
99072,4040040
99080,99080
99081,99081
99082,4040040
99090,99090
99091,99091
99092,4040040
99100,99100
99101,99101
99102,4040040
99110,99110
99111,99111
99112,4040040
99120,99120
99121,99121
99122,4040040
99130,99130
99131,99131
99132,4040040
110000,110000
110001,110001
110002,110002
110003,110003
110010,110000
110011,110001
110012,110002
110013,110003
110020,110000
110021,110001
110022,110002
110023,110003
110030,110000
110031,110001
110032,110002
110033,110003
110040,110040
110041,110001
110042,110002
110043,110003
110050,110040
110051,110051
110052,110002
110053,110003
110060,110040
110061,110051
110062,110002
110063,110003
110070,110040
110071,110051
110072,110002
110073,110003
110080,110080
110081,110001
110082,110002
110083,110003
110090,110080
110091,110001
110092,110002
110093,110003
110100,110080
110101,110001
110102,110002
110103,110003
110110,110080
110111,110001
110112,110002
110113,110003
110120,110120
110121,110001
110122,110002
110123,110003
110130,110120
110131,110051
110132,110002
110133,110003
110140,110120
110141,110051
110142,110002
110143,110003
110150,110120
110151,110051
110152,110002
110153,110003
110200,110200
110201,110051
110202,110002
110203,110003
110210,110200
110211,110051
110212,110002
110213,110003
110220,110200
110221,110221
110222,110002
110223,110003
110230,110200
110231,110221
110232,110002
110233,110003
110240,110240
110241,110221
110242,110002
110243,110003
110250,110240
110251,110221
110252,110002
110253,110003
110260,110240
110261,110221
110262,110002
110263,110003
110270,110240
110271,110271
110272,110002
110273,110003
110280,110280
110281,110221
110282,110002
110283,110003
110290,110280
110291,110221
110292,110002
110293,110003
110300,110280
110301,110221
110302,110002
110303,110003
110310,110280
110311,110271
110312,110002
110313,110003
110350,110350
110351,110271
110352,110002
110353,110003
110360,110350
110361,110271
110362,110002
110363,110003
110370,110350
110371,110271
110372,110002
110373,110003
110380,110350
110381,110271
110382,110002
110383,110003
110390,110390
110391,110391
110392,110002
110393,110003
110400,110390
110401,110391
110402,110002
110403,110003
110410,110390
110411,110391
110412,110002
110413,110003
110420,110390
110421,110391
110422,110002
110423,110003
110430,110430
110431,110391
110432,110002
110433,110003
110440,110430
110441,110391
110442,110002
110443,110003
110450,110430
110451,110391
110452,110002
110453,110003
110460,110430
110461,110391
110462,110002
110463,110003
120000,120000
120001,120001
120002,120002
120003,120003
120010,120010
120011,120011
120012,120002
120013,120003
120020,4050020
120021,120021
120022,120002
120023,120003
120030,120030
120031,120031
120032,120002
120033,120003
120040,120040
120041,120041
120042,120002
120043,120003
120050,120050
120051,120051
120052,120002
120053,120003
120060,120060
120061,120061
120062,120002
120063,120003
120070,120070
120071,120071
120072,120002
120073,120003
120080,120080
120081,120081
120082,120002
120083,120003
120090,120090
120091,120091
120092,120002
120093,120003
120100,120100
120101,120101
120102,120002
120103,120003
120110,120110
120111,120111
120112,120002
120113,120003
120120,120120
120121,120121
120122,120002
120123,120003
120130,120130
120131,120131
120132,120002
120133,120003
120140,120140
120141,120141
120142,120002
120143,120003
120150,120150
120151,120151
120152,120002
120153,120003
120160,120160
120161,120161
120162,120002
120163,120003
120180,120180
120181,120181
120182,120002
120183,120003
120190,120190
120191,120191
120192,120002
120193,120003
120200,120200
120201,120201
120202,120002
120203,120003
120210,120210
120211,120211
120212,120002
120213,120003
120220,120220
120221,120221
120222,120002
120223,120003
120230,120230
120231,120231
120232,120002
120233,120003
120240,120240
120241,120241
120242,120002
120243,120003
120250,120250
120251,120251
120252,120002
120253,120003
120260,120260
120261,120261
120262,120002
120263,120003
120270,120270
120271,120271
120272,120002
120273,120003
120280,120280
120281,120281
120282,120002
120283,120003
120290,120290
120291,120291
120292,120002
120293,120003
120300,120300
120301,120301
120302,120002
120303,120003
120310,120310
120311,120311
120312,120002
120313,120003
120320,120320
120321,120321
120322,120002
120323,120003
120330,120330
120331,120331
120332,120002
120333,120003
120340,120340
120341,120341
120342,120002
120343,120003
120350,120350
120351,120351
120352,120002
120353,120003
120360,120360
120361,120361
120362,120002
120363,120003
120370,120370
120371,120371
120372,120002
120373,120003
120380,120380
120381,120381
120382,120002
120383,120003
120390,120390
120391,120391
120392,120002
120393,120003
120400,120400
120401,120401
120402,120002
120403,120003
120410,120410
120411,120411
120412,120002
120413,120003
120420,120420
120421,120421
120422,120002
120423,120003
120430,120430
120431,120431
120432,120002
120433,120003
120440,120440
120441,120441
120442,120002
120443,120003
120450,120450
120451,120451
120452,120002
120453,120003
120460,120460
120461,120461
120462,120002
120463,120003
120470,120470
120471,120471
120472,120002
120473,120003
120480,120480
120481,120481
120482,120002
120483,120003
120490,120490
120491,120491
120492,120002
120493,120003
120500,120500
120501,120501
120502,120002
120503,120003
120510,120510
120511,120511
120512,120002
120513,120003
120520,120520
120521,120521
120522,120002
120523,120003
120530,120530
120531,120531
120532,120002
120533,120003
120540,120540
120541,120541
120542,120002
120543,120003
120550,120550
120551,120551
120552,120002
120553,120003
120560,120560
120561,120561
120562,120002
120563,120003
120570,120570
120571,120571
120572,120002
120573,120003
120580,120580
120581,120581
120582,120002
120583,120003
120590,120590
120591,120591
120592,120002
120593,120003
120600,120600
120601,120601
120602,120002
120603,120003
120610,120610
120611,120611
120612,120002
120613,120003
120620,120620
120621,120621
120622,120002
120623,120003
120630,120630
120631,120631
120632,120002
120633,120003
120640,120640
120641,120641
120642,120002
120643,120003
120650,120650
120651,120651
120652,120002
120653,120003
120660,120660
120661,120661
120662,120002
120663,120003
120670,120670
120671,120671
120672,120002
120673,120003
120680,120680
120681,120681
120682,120002
120683,120003
120690,120690
120691,120691
120692,120002
120693,120003
120700,120700
120701,120701
120702,120002
120703,120003
120710,120710
120711,120711
120712,120002
120713,120003
120720,120720
120721,120721
120722,120002
120723,120003
120730,120730
120731,120731
120732,120002
120733,120003
120740,120740
120741,120741
120742,120002
120743,120003
120750,120750
120751,120751
120752,120002
120753,120003
120760,120760
120761,120761
120762,120002
120763,120003
120770,120770
120771,120771
120772,120002
120773,120003
120780,120780
120781,120781
120782,120002
120783,120003
120790,120790
120791,120791
120792,120002
120793,120003
120800,120800
120801,120801
120802,120002
120803,120003
120810,120810
120811,120811
120812,120002
120813,120003
120820,120820
120821,120821
120822,120002
120823,120003
120830,120830
120831,120831
120832,120002
120833,120003
120840,120840
120841,120841
120842,120002
120843,120003
120850,120850
120851,120851
120852,120002
120853,120003
120860,120860
120861,120861
120862,120002
120863,120003
120870,120870
120871,120871
120872,120002
120873,120003
120880,120880
120881,120881
120882,120002
120883,120003
120890,120890
120891,120891
120892,120002
120893,120003
120900,120900
120901,120901
120902,120002
120903,120003
120910,120910
120911,120911
120912,120002
120913,120003
120920,120920
120921,120921
120922,120002
120923,120003
120930,120930
120931,120931
120932,120002
120933,120003
120940,120940
120941,120941
120942,120002
120943,120003
120950,120950
120951,120951
120952,120002
120953,120003
120960,120960
120961,120961
120962,120002
120963,120003
120970,120970
120971,120971
120972,120002
120973,120003
120980,120980
120981,120981
120982,120002
120983,120003
121210,121210
121211,121211
121212,120002
121213,120003
121220,121220
121221,121221
121222,120002
121223,120003
121230,121230
121231,121231
121232,120002
121233,120003
121240,121240
121241,121241
121242,120002
121243,120003
121250,121250
121251,121251
121252,120002
121253,120003
121260,121260
121261,121261
121262,120002
121263,120003
121270,121270
121271,121271
121272,120002
121273,120003
121280,121280
121281,121281
121282,120002
121283,120003
121290,121290
121291,121291
121292,120002
121293,120003
121300,121300
121301,121301
121302,120002
121303,120003
121310,121310
121311,121311
121312,120002
121313,120003
200000,200000
200001,200001
200002,120002
200003,200003
200010,200010
200011,200011
200012,200012
200013,200003
200020,200020
200021,200021
200022,200012
200023,200003
200030,200030
200031,200031
200032,200012
200033,200003
200040,200040
200041,200041
200042,200012
200043,200003
200050,200050
200051,200051
200052,200012
200053,200003
200060,200060
200061,200061
200062,200012
200063,200003
200070,200070
200071,200071
200072,200012
200073,200003
200080,200080
200081,200081
200082,200012
200083,200003
200090,200090
200091,200091
200092,200012
200093,200003
200100,200100
200101,200101
200102,200012
200103,200003
200110,200110
200111,200111
200112,200012
200113,200003
200120,200120
200121,200121
200122,200012
200123,200003
200130,200130
200131,200131
200132,200012
200133,200003
200140,200140
200141,200141
200142,200012
200143,200003
200150,200150
200151,200151
200152,200012
200153,200003
200160,200160
200161,200161
200162,200012
200163,200003
200170,200170
200171,200171
200172,200012
200173,200003
200180,200180
200181,200181
200182,200012
200183,200003
200190,200190
200191,200191
200192,200012
200193,200003
200200,200200
200201,200201
200202,200012
200203,200003
200210,200210
200211,200211
200212,200012
200213,200003
200220,200220
200221,200221
200222,200012
200223,200003
200230,200230
200231,200231
200232,200012
200233,200003
300000,300000
300001,300000
300002,300000
300003,300003
300010,300010
300011,300010
300012,300010
300013,300003
300020,300020
300021,300021
300022,300022
300023,300003
300030,300030
300031,300021
300032,300032
300033,300003
300040,300040
300041,300021
300042,300042
300043,300003
300050,300050
300051,300051
300052,300042
300053,300003
300060,300060
300061,300061
300062,300062
300063,300003
300070,300070
300071,300070
300072,300070
300073,300003
500000,500000
500001,500001
500002,500002
500003,500003
500010,500010
500011,500011
500012,500002
500013,500003
500020,500020
500021,500021
