id,人物[npc],产物[product],不知道,不知道,不知道,不知道,不知道,不知道,不知道
62,7000003,90614,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
63,7000003,90624,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
64,7000003,90634,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
65,7000003,90644,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
66,7000003,90654,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
67,7000003,90664,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
68,7000003,90674,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
69,7000003,90684,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
70,7000003,90694,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
71,7000003,90704,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
72,7000003,90714,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
73,7000003,90724,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
74,7000003,90734,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
75,7000003,90744,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
76,7000003,90754,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
77,7000003,90764,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
78,7000003,90774,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
79,7000003,90784,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
80,7000003,90794,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
81,7000003,90804,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
82,7000003,90814,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
83,7000003,90824,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
84,7000003,90834,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
85,7000003,90844,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
86,7000003,90854,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
87,7000003,90864,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
88,7000003,90874,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
89,7000003,90884,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
90,7000003,90894,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
91,7000003,90904,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
92,7000003,90914,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
93,7000003,90924,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
94,7000003,90934,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
95,7000003,90944,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
96,7000003,90954,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
97,7000003,90964,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
98,7000003,90974,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
99,7000003,90984,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
100,7000003,90994,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
101,7000003,91004,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
102,7000003,91014,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
103,7000003,91024,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
104,7000003,91034,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
105,7000003,91044,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
106,7000003,91054,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
107,7000003,91064,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
108,7000003,91074,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
109,7000003,91084,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
110,7000003,91094,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
111,7000003,91104,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
112,7000003,91114,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
113,7000003,91124,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
114,7000003,91134,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
115,7000003,91144,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
116,7000003,91154,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
117,7000003,91164,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
118,7000003,91174,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
119,7000003,91184,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
120,7000003,91194,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
121,7000003,91204,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
122,7000003,91214,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
123,7000003,91224,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
124,7000003,91234,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
125,7000003,91244,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
126,7000003,91254,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
127,7000003,91264,2,10001,20,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,2,999999
128,7000003,91274,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
129,7000003,91284,2,10001,20,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,2,999999
130,7000003,91294,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
131,7000003,91304,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
132,7000003,91314,2,10001,20,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,2,999999
133,7000003,91324,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
134,7000003,91334,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
135,7000003,91344,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
136,7000003,91354,2,10001,20,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,2,999999
137,7000003,91364,2,10001,20,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,2,999999
138,7000003,91374,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
139,7000003,91384,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
140,7000003,91394,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
141,7000003,91404,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
142,7000003,91414,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
143,7000003,91424,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
144,7000003,91434,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
145,7000003,91444,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
146,7000003,91454,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
147,7000003,91464,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
148,7000003,91474,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
149,7000003,91484,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
150,7000003,91494,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
151,7000003,98214,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
152,7000003,98114,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
153,7000003,98014,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
154,7000003,98094,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
155,7000003,98044,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
156,7000003,98294,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
157,7000003,98174,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
158,7000003,98144,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
159,7000003,98364,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
160,7000003,98314,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
161,7000003,98194,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
162,7000003,98234,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
163,7000003,98334,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
164,7000003,98134,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
165,7000003,98164,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
166,7000003,98054,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
167,7000003,98344,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
168,7000003,98254,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
169,7000003,98104,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
170,7000003,98084,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
171,7000003,98034,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
172,7000003,98224,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
173,7000003,98394,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
174,7000003,98074,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
175,7000003,98064,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
176,7000003,98124,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
177,7000003,98244,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
178,7000003,98264,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
179,7000003,98354,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
180,7000003,98374,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
181,7000003,98024,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
182,7000003,98284,2,10002,30,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,3,999999
183,7000003,98184,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
184,7000003,98204,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
185,7000003,98304,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
186,7000003,98274,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
187,7000003,98004,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
188,7000003,98384,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
189,7000003,98324,1,10004,50,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,5,999999
190,7000003,98154,1,10003,40,DDLL11|DDLL12|DDLL13,DDLL1|DDLL1|DDLL1,4,999999
191,7000004,90004,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
192,7000004,90014,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
193,7000004,90024,2,10002,30,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,3,999999
194,7000004,90034,2,10002,30,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,3,999999
195,7000004,90044,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
196,7000004,90054,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
197,7000004,90064,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
198,7000004,90074,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
199,7000004,90084,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
200,7000004,90094,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
201,7000004,90104,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
202,7000004,90114,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
203,7000004,90124,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
204,7000004,90134,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
205,7000004,90144,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
206,7000004,90154,2,10002,30,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,3,999999
207,7000004,90164,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
208,7000004,90174,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
209,7000004,90184,1,10004,50,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,5,999999
210,7000004,90194,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
211,7000004,90204,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
212,7000004,90214,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
213,7000004,90224,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
214,7000004,90234,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
215,7000004,90244,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
216,7000004,90254,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
217,7000004,90264,2,10002,30,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,3,999999
218,7000004,90274,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
219,7000004,90284,1,10004,50,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,5,999999
220,7000004,90294,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
221,7000004,90304,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
222,7000004,90314,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
223,7000004,90324,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
224,7000004,90334,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
225,7000004,90344,2,10002,30,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,3,999999
226,7000004,90354,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
227,7000004,90364,2,10002,30,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,3,999999
228,7000004,90374,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
229,7000004,90384,2,10000,10,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,1,999999
230,7000004,90394,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
231,7000004,90404,2,10002,30,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,3,999999
232,7000004,90414,2,10002,30,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,3,999999
233,7000004,90424,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
234,7000004,90434,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
235,7000004,90444,2,10001,20,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,2,999999
236,7000004,90454,1,10004,50,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,5,999999
237,7000004,90464,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
238,7000004,90474,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
239,7000004,90484,1,10003,40,DDGMM11|DDGMM12|DDGMM13,DDGMM1|DDGMM1|DDGMM1,4,999999
