id,不知道,不知道,不知道,不知道
1001015,1,"[5017, 1018, 1019]","[1, 2, 2]",[]
1001016,1,"[5022, 1017]","[1, 2]",[]
1001017,1,"[5022, 1018]","[1, 2]",[]
1001018,1,"[5017, 5010, 5003]","[1, 1, 1]",[]
1001019,1,"[5022, 5011, 5004]","[1, 1, 1]",[]
1001020,1,"[5005, 1001]","[1, 2]",[]
1001021,1,"[5005, 1002, 1003]","[1, 2, 2]",[]
1001022,1,"[5012, 1003]","[1, 2]",[]
1001023,1,"[5013, 1010, 1003]","[1, 2, 2]",[]
1001024,1,"[5018, 1003, 1005]","[1, 2, 2]",[]
1001025,1,"[5022, 1023, 1013]","[1, 2, 2]",[]
1001026,1,"[5012, 5005]","[1, 1]",[]
1001027,1,"[5013, 5005]","[1, 1]",[]
1001028,1,"[5018, 5012, 1003]","[1, 1, 2]",[]
1001029,1,"[5022, 5013, 1023]","[1, 1, 2]",[]
1001030,1,"[5006, 1002, 1005]","[1, 2, 2]",[]
1001031,1,"[5013, 5007, 1003]","[1, 1, 2]",[]
1001032,1,"[5014, 1012]","[1, 2]",[]
1001033,1,"[5018, 1000]","[1, 2]",[]
1001034,1,"[5019, 1014, 1015]","[1, 2, 2]",[]
1001035,1,"[5023, 1017]","[1, 2]",[]
1001036,1,"[5014, 5006]","[1, 1]",[]
1001037,1,"[5018, 5013]","[1, 1]",[]
1001038,1,"[5019, 5018, 1014]","[1, 1, 2]",[]
1001039,1,"[5023, 5019, 1015]","[1, 1, 2]",[]
1001040,1,"[5007, 1006, 1002]","[1, 2, 2]",[]
1001041,1,"[5015, 1003, 1004]","[1, 2, 2]",[]
1001042,1,"[5019, 1017]","[1, 2]",[]
1001043,1,"[5020, 1015, 1008]","[1, 2, 2]",[]
1001044,1,"[5020, 1000, 1004]","[1, 2, 2]",[]
1001045,1,"[5023, 1023, 1007]","[1, 2, 2]",[]
1001046,1,"[5019, 5007]","[1, 1]",[]
1001047,1,"[5020, 5015]","[1, 1]",[]
1001048,1,"[5020, 5019, 1004]","[1, 1, 2]",[]
1001049,1,"[5023, 5020, 1007]","[1, 1, 2]",[]
1001050,1,"[5008, 1008, 1004]","[1, 2, 2]",[]
1001051,1,"[5015, 1004]","[1, 2]",[]
1001052,1,"[5020, 1020, 1004]","[1, 2, 2]",[]
1001053,1,"[5021, 1000]","[1, 2]",[]
1001054,1,"[5024, 1024, 1022]","[1, 2, 2]",[]
1001055,1,"[5026, 1012]","[1, 2]",[]
1001056,1,"[5026, 1027, 1026]","[1, 2, 2]",[]
1001057,1,"[5021, 5008, 1024]","[1, 1, 2]",[]
1001058,1,"[5024, 5015, 1012]","[1, 1, 2]",[]
1001059,1,"[5026, 5020, 1027]","[1, 1, 2]",[]
1001060,1,"[5009, 1009, 1005]","[1, 2, 2]",[]
1001061,1,"[5016, 1014, 1011]","[1, 2, 2]",[]
1001062,1,"[5021, 1002, 1015]","[1, 2, 2]",[]
1001063,1,"[5021, 1021, 1018]","[1, 2, 2]",[]
1001064,1,"[5025, 1016, 1021]","[1, 2, 2]",[]
1001065,1,"[5027, 1013]","[1, 2]",[]
1001066,1,"[5027, 1025, 1021]","[1, 2, 2]",[]
1001067,1,"[5021, 5009, 1016]","[1, 1, 2]",[]
1001068,1,"[5025, 5016, 1013]","[1, 1, 2]",[]
1001069,1,"[5027, 5021, 1025]","[1, 1, 2]",[]
1002000,1,"[5000, 1003]","[1, 4]",[]
1002001,1,"[5001, 1002]","[1, 4]",[]
1002002,1,"[5001, 1001, 1002]","[1, 4, 4]",[]
1002003,1,"[5001, 1002, 1001]","[1, 4, 4]",[]
1002004,1,"[5002, 1000]","[1, 4]",[]
1002005,1,"[5002, 1001]","[1, 4]",[]
1002006,1,"[5010, 1000]","[1, 4]",[]
1002007,1,"[5011, 1010]","[1, 4]",[]
1002008,1,"[5012, 1011]","[1, 4]",[]
1002009,1,"[5017, 1000]","[1, 4]",[]
1002010,1,"[5003, 1003]","[1, 4]",[]
1002011,1,"[5004, 1004, 1003]","[1, 4, 4]",[]
1002012,1,"[5010, 1005, 1012]","[1, 4, 4]",[]
1002013,1,"[5011, 1004, 1002]","[1, 4, 4]",[]
1002014,1,"[5017, 1003]","[1, 4]",[]
1002015,1,"[5017, 1018, 1019]","[1, 4, 4]",[]
1002016,1,"[5022, 1017]","[1, 4]",[]
1002017,1,"[5022, 1018]","[1, 4]",[]
1002018,1,"[5017, 5010, 5003]","[1, 1, 1]",[]
1002019,1,"[5022, 5011, 5004]","[1, 1, 1]",[]
1002020,1,"[5005, 1001]","[1, 4]",[]
1002021,1,"[5005, 1002, 1003]","[1, 4, 4]",[]
1002022,1,"[5012, 1003]","[1, 4]",[]
1002023,1,"[5013, 1010, 1003]","[1, 4, 4]",[]
1002024,1,"[5018, 1003, 1005]","[1, 4, 4]",[]
1002025,1,"[5022, 1023, 1013]","[1, 4, 4]",[]
1002026,1,"[5012, 5005]","[1, 1]",[]
1002027,1,"[5013, 5005]","[1, 1]",[]
1002028,1,"[5018, 5012, 1003]","[1, 1, 4]",[]
1002029,1,"[5022, 5013, 1023]","[1, 1, 4]",[]
1002030,1,"[5006, 1002, 1005]","[1, 4, 4]",[]
1002031,1,"[5013, 5007, 1003]","[1, 1, 4]",[]
1002032,1,"[5014, 1012]","[1, 4]",[]
1002033,1,"[5018, 1000]","[1, 4]",[]
1002034,1,"[5019, 1014, 1015]","[1, 4, 4]",[]
1002035,1,"[5023, 1017]","[1, 4]",[]
1002036,1,"[5014, 5006]","[1, 1]",[]
1002037,1,"[5018, 5013]","[1, 1]",[]
1002038,1,"[5019, 5018, 1014]","[1, 1, 4]",[]
1002039,1,"[5023, 5019, 1015]","[1, 1, 4]",[]
1002040,1,"[5007, 1006, 1002]","[1, 4, 4]",[]
1002041,1,"[5015, 1003, 1004]","[1, 4, 4]",[]
1002042,1,"[5019, 1017]","[1, 4]",[]
1002043,1,"[5020, 1015, 1008]","[1, 4, 4]",[]
1002044,1,"[5020, 1000, 1004]","[1, 4, 4]",[]
1002045,1,"[5023, 1023, 1007]","[1, 4, 4]",[]
1002046,1,"[5019, 5007]","[1, 1]",[]
1002047,1,"[5020, 5015]","[1, 1]",[]
1002048,1,"[5020, 5019, 1004]","[1, 1, 4]",[]
1002049,1,"[5023, 5020, 1007]","[1, 1, 4]",[]
1002050,1,"[5008, 1008, 1004]","[1, 4, 4]",[]
1002051,1,"[5015, 1004]","[1, 4]",[]
1002052,1,"[5020, 1020, 1004]","[1, 4, 4]",[]
1002053,1,"[5021, 1000]","[1, 4]",[]
1002054,1,"[5024, 1024, 1022]","[1, 4, 4]",[]
1002055,1,"[5026, 1012]","[1, 4]",[]
1002056,1,"[5026, 1027, 1026]","[1, 4, 4]",[]
1002057,1,"[5021, 5008, 1024]","[1, 1, 4]",[]
1002058,1,"[5024, 5015, 1012]","[1, 1, 4]",[]
1002059,1,"[5026, 5020, 1027]","[1, 1, 4]",[]
1002060,1,"[5009, 1009, 1005]","[1, 4, 4]",[]
1002061,1,"[5016, 1014, 1011]","[1, 4, 4]",[]
1002062,1,"[5021, 1002, 1015]","[1, 4, 4]",[]
1002063,1,"[5021, 1021, 1018]","[1, 4, 4]",[]
1002064,1,"[5025, 1016, 1021]","[1, 4, 4]",[]
1002065,1,"[5027, 1013]","[1, 4]",[]
1002066,1,"[5027, 1025, 1021]","[1, 4, 4]",[]
1002067,1,"[5021, 5009, 1016]","[1, 1, 4]",[]
1002068,1,"[5025, 5016, 1013]","[1, 1, 4]",[]
1002069,1,"[5027, 5021, 1025]","[1, 1, 4]",[]
1003000,2,[5000],[1],[3000]
1003001,2,[5001],[1],[3000]
1003002,2,[5001],[1],[3000]
1003003,2,[5001],[1],[3000]
1003004,2,[5002],[1],[3000]
1003005,2,[5002],[1],[3000]
1003006,2,[5010],[1],[3000]
1003007,2,[5011],[1],[3000]
1003008,2,[5012],[1],[3000]
1003009,2,[5017],[1],[3000]
1003010,2,[5003],[1],[3000]
1003011,2,[5004],[1],[3000]
1003012,2,[5010],[1],[3000]
1003013,2,[5011],[1],[3000]
1003014,2,[5017],[1],[3000]
1003015,2,[5017],[1],[3000]
1003016,2,[5022],[1],[3000]
1003017,2,[5022],[1],[3000]
1003018,2,"[5017, 5010, 5003]","[1, 1, 1]","[3000, 3000, 3000]"
1003019,2,"[5022, 5011, 5004]","[1, 1, 1]","[3000, 3000, 3000]"
1003020,2,[5005],[1],[3000]
1003021,2,[5005],[1],[3000]
1003022,2,[5012],[1],[3000]
1003023,2,[5013],[1],[3000]
1003024,2,[5018],[1],[3000]
1003025,2,[5022],[1],[3000]
1003026,2,"[5012, 5005]","[1, 1]","[3000, 3000]"
1003027,2,"[5013, 5005]","[1, 1]","[3000, 3000]"
1003028,2,"[5018, 5012]","[1, 1]","[3000, 3000]"
1003029,2,"[5022, 5013]","[1, 1]","[3000, 3000]"
1003030,2,[5006],[1],[3000]
1003031,2,"[5013, 5007]","[1, 1]","[3000, 3000]"
1003032,2,[5014],[1],[3000]
1003033,2,[5018],[1],[3000]
1003034,2,[5019],[1],[3000]
1003035,2,[5023],[1],[3000]
1003036,2,"[5014, 5006]","[1, 1]","[3000, 3000]"
1003037,2,"[5018, 5013]","[1, 1]","[3000, 3000]"
1003038,2,"[5019, 5018]","[1, 1]","[3000, 3000]"
1003039,2,"[5023, 5019]","[1, 1]","[3000, 3000]"
1003040,2,[5007],[1],[3000]
1003041,2,[5015],[1],[3000]
1003042,2,[5019],[1],[3000]
1003043,2,[5020],[1],[3000]
1003044,2,[5020],[1],[3000]
1003045,2,[5023],[1],[3000]
1003046,2,"[5019, 5007]","[1, 1]","[3000, 3000]"
1003047,2,"[5020, 5015]","[1, 1]","[3000, 3000]"
1003048,2,"[5020, 5019]","[1, 1]","[3000, 3000]"
1003049,2,"[5023, 5020]","[1, 1]","[3000, 3000]"
1003050,2,[5008],[1],[3000]
1003051,2,[5015],[1],[3000]
1003052,2,[5020],[1],[3000]
1003053,2,[5021],[1],[3000]
1003054,2,[5024],[1],[3000]
1003055,2,[5026],[1],[3000]
1003056,2,[5026],[1],[3000]
1003057,2,"[5021, 5008]","[1, 1]","[3000, 3000]"
1003058,2,"[5024, 5015]","[1, 1]","[3000, 3000]"
1003059,2,"[5026, 5020]","[1, 1]","[3000, 3000]"
1003060,2,[5009],[1],[3000]
1003061,2,[5016],[1],[3000]
1003062,2,[5021],[1],[3000]
1003063,2,[5021],[1],[3000]
1003064,2,[5025],[1],[3000]
1003065,2,[5027],[1],[3000]
1003066,2,[5027],[1],[3000]
1003067,2,"[5021, 5009]","[1, 1]","[3000, 3000]"
1003068,2,"[5025, 5016]","[1, 1]","[3000, 3000]"
1003069,2,"[5027, 5021]","[1, 1]","[3000, 3000]"
1004000,1,[501],[10],[]
1004001,1,[501],[20],[]
1004002,1,[501],[30],[]
1004003,1,[510],[2],[]
1004004,1,[512],[1],[]
1004005,1,[512],[2],[]
1004006,1,[519],[1],[]
1004007,1,[519],[2],[]
1004008,1,[520],[1],[]
1004009,1,[501],[10],[]
1004010,1,[501],[20],[]
1004011,1,[510],[1],[]
1004012,1,[510],[2],[]
1004013,1,[512],[1],[]
1004014,1,[512],[2],[]
1004015,1,[519],[1],[]
1004016,1,[519],[2],[]
1004017,1,[520],[1],[]
1004018,1,[520],[1],[]
1004019,1,[520],[2],[]
1004020,1,[5020],[1],[]
1004021,1,[5021],[1],[]
1004022,1,[5022],[1],[]
1004023,1,[5023],[1],[]
1004024,1,[5024],[1],[]
1004025,1,[5025],[1],[]
1004026,1,[5026],[1],[]
1004027,1,[5027],[1],[]
1005000,1,[507],[20],[]
1005001,1,[507],[30],[]
1005002,1,[507],[40],[]
1005003,1,[507],[100],[]
1005004,1,[507],[60],[]
1005005,1,[507],[110],[]
1005006,1,[507],[90],[]
1005007,1,[507],[50],[]
1005008,1,[507],[120],[]
1005009,1,[507],[70],[]
1005010,1,[507],[130],[]
1005011,1,[507],[80],[]
1005012,1,[507],[140],[]
1005013,1,[507],[150],[]
1005014,1,[507],[160],[]
1005015,1,[507],[170],[]
1005016,1,[507],[180],[]
1005017,1,[507],[190],[]
1005018,1,[507],[200],[]
1005019,1,[507],[210],[]
1005020,1,[507],[220],[]
1005021,1,[503],[230],[]
1005022,1,[503],[240],[]
1005023,1,[503],[250],[]
1005024,1,[503],[260],[]
1005025,1,[503],[270],[]
1005026,1,[503],[280],[]
1005027,1,[503],[290],[]
1005028,1,[503],[300],[]
1005029,1,[503],[45],[]
1005030,1,[503],[52],[]
1005031,1,[503],[55],[]
1005032,1,[503],[47],[]
1005033,1,[503],[62],[]
1005034,1,[503],[59],[]
1005035,1,[503],[49],[]
1005036,1,[503],[64],[]
1005037,1,[503],[60],[]
1005038,1,[503],[65],[]
1005039,1,[503],[67],[]
1005040,1,[503],[72],[]
1005041,1,[503],[69],[]
1005042,1,[503],[70],[]
1005043,1,[503],[74],[]
1005044,1,[503],[75],[]
1005045,1,[503],[77],[]
1005046,1,[503],[79],[]
1005047,1,[503],[82],[]
1005048,1,[503],[84],[]
1005049,1,[503],[80],[]
1006000,1,[502],[9],[]
1006001,1,[502],[4],[]
1006002,1,[502],[2],[]
1006003,1,[502],[12],[]
1006004,1,[502],[10],[]
1006005,1,[502],[15],[]
1006006,1,[502],[32],[]
1006007,1,[502],[29],[]
1006008,1,[502],[17],[]
1006009,1,[502],[50],[]
1006010,1,[502],[14],[]
1006011,1,[502],[19],[]
1006012,1,[502],[20],[]
1006013,1,[502],[40],[]
1006014,1,[502],[22],[]
1006015,1,[502],[24],[]
1006016,1,[502],[25],[]
1006017,1,[502],[34],[]
1006018,1,[502],[5],[]
1006019,1,[502],[7],[]
1006020,1,[502],[39],[]
1006021,1,[502],[42],[]
1006022,1,[502],[35],[]
1006023,1,[502],[30],[]
1006024,1,[502],[27],[]
1006025,1,[502],[44],[]
1006026,1,[502],[54],[]
1006027,1,[502],[57],[]
1006028,1,[502],[37],[]
1006029,1,[502],[45],[]
1006030,1,[502],[52],[]
1006031,1,[502],[55],[]
1006032,1,[502],[47],[]
1006033,1,[502],[62],[]
1006034,1,[502],[59],[]
1006035,1,[502],[49],[]
1006036,1,[502],[64],[]
1006037,1,[502],[60],[]
1006038,1,[502],[65],[]
1006039,1,[502],[67],[]
1006040,1,[502],[72],[]
1006041,1,[502],[69],[]
1006042,1,[502],[70],[]
1006043,1,[502],[74],[]
1006044,1,[502],[75],[]
1006045,1,[502],[77],[]
1006046,1,[502],[79],[]
1006047,1,[502],[82],[]
1006048,1,[502],[84],[]
1006049,1,[502],[80],[]
1007000,1,"[1000, 501]","[5, 10]",[]
1007001,1,"[501, 518]","[10, 2]",[]
1007002,1,"[100050, 501]","[1, 10]",[]
1007003,1,"[1000, 501]","[5, 10]",[]
1007004,1,"[501, 518]","[10, 1]",[]
1007005,1,"[100052, 501, 518]","[1, 10, 1]",[]
1007006,1,"[100000, 5000, 518]","[1, 3, 2]",[]
1007007,1,"[501, 7000]","[20, 3]",[]
1007008,1,"[501, 518]","[10, 1]",[]
1007009,1,"[501, 7000]","[10, 4]",[]
1007010,1,"[100056, 501]","[1, 10]",[]
1007011,1,"[7003, 519, 501]","[3, 1, 10]",[]
1007012,1,"[100020, 501]","[1, 10]",[]
1007013,1,"[100021, 501]","[1, 10]",[]
1007014,1,"[100004, 501]","[1, 10]",[]
1007015,1,"[510, 501]","[10, 10]",[]
1007016,1,"[12007, 501]","[1, 10]",[]
1007017,1,"[501, 518]","[10, 1]",[]
1007018,1,[501],[10],[]
1007019,1,[501],[10],[]
1007020,1,"[501, 518]","[10, 1]",[]
1007021,1,[501],[10],[]
1007022,1,"[512, 501]","[15, 10]",[]
1007023,1,[501],[10],[]
1007024,1,[501],[10],[]
1007025,1,"[501, 518]","[10, 1]",[]
1007026,1,[501],[10],[]
1007027,1,[501],[10],[]
1007028,1,[501],[10],[]
1007029,1,[501],[10],[]
1007030,1,"[501, 518]","[10, 1]",[]
1007031,1,[501],[10],[]
1007032,1,[501],[10],[]
1007033,1,[501],[10],[]
1007034,1,"[501, 518]","[10, 1]",[]
1007035,1,"[20000, 501]","[1, 10]",[]
1007036,1,[501],[10],[]
1007037,1,[501],[10],[]
1007038,1,"[501, 518]","[10, 1]",[]
1007039,1,[501],[10],[]
1007040,1,[501],[10],[]
1007041,1,[501],[10],[]
1007042,1,"[501, 518]","[10, 1]",[]
1007043,1,[501],[10],[]
1007044,1,[501],[10],[]
1007045,1,"[501, 518]","[10, 1]",[]
1007046,1,[501],[10],[]
1007047,1,[501],[10],[]
1007048,1,"[501, 518]","[10, 1]",[]
1007049,1,[501],[10],[]
1007050,1,[501],[10],[]
1007051,1,"[501, 518]","[10, 1]",[]
1007052,1,[501],[10],[]
1007053,1,[501],[10],[]
1007054,1,[501],[10],[]
1007055,1,[501],[10],[]
1007056,1,[501],[10],[]
1007057,1,[501],[10],[]
1007200,1,[501],[10],[]
1007201,1,[501],[10],[]
1007202,1,[501],[10],[]
1007203,1,[501],[10],[]
1007204,1,[501],[10],[]
1007205,1,[501],[10],[]
1007206,1,[501],[10],[]
1007207,1,[501],[10],[]
1007300,1,[501],[10],[]
1007400,1,[510],[10],[]
1007401,1,[510],[10],[]
1007402,1,[510],[10],[]
1007403,1,[510],[10],[]
1007404,1,[510],[10],[]
1007405,1,[510],[10],[]
1007406,1,[510],[10],[]
1007407,1,[510],[10],[]
1007408,1,[510],[10],[]
1007409,1,[510],[10],[]
1007410,1,[510],[10],[]
1007411,1,[510],[10],[]
1007412,1,[510],[10],[]
1007413,1,[510],[10],[]
1007414,1,[510],[10],[]
1007415,1,[510],[10],[]
1007416,1,[510],[10],[]
1007417,1,[510],[10],[]
1007418,1,[510],[10],[]
1007419,1,[510],[10],[]
1007420,1,[510],[10],[]
1007421,1,[510],[1],[]
1007422,1,[510],[1],[]
1007423,1,[510],[1],[]
1007424,1,[510],[1],[]
1007425,1,[510],[1],[]
1007426,1,[510],[1],[]
1007427,1,[510],[1],[]
1007428,1,[510],[1],[]
1007429,1,[510],[1],[]
1007430,1,[510],[1],[]
1007431,1,[510],[1],[]
1007432,1,[510],[1],[]
1007433,1,[510],[1],[]
1007434,1,[510],[1],[]
1007435,1,[510],[1],[]
1007436,1,[510],[1],[]
1007437,1,[510],[1],[]
1007438,1,[510],[1],[]
1007439,1,[510],[1],[]
1007440,1,[510],[1],[]
1007441,1,[510],[1],[]
1007442,1,[510],[1],[]
1007443,1,[510],[1],[]
1007444,1,[510],[1],[]
1007445,1,[510],[1],[]
1007446,1,[510],[1],[]
1007447,1,[510],[1],[]
1007448,1,[510],[1],[]
1007449,1,[510],[1],[]
1007450,1,[510],[1],[]
1007451,1,[510],[1],[]
1007452,1,[510],[1],[]
1007453,1,[510],[1],[]
1007454,1,[510],[1],[]
1007455,1,[510],[1],[]
1007456,1,[510],[1],[]
1007457,1,[510],[1],[]
1007458,1,[510],[1],[]
1007459,1,[510],[1],[]
1007460,1,[510],[1],[]
1007461,1,[510],[1],[]
1007462,1,[510],[1],[]
1007463,1,[510],[1],[]
1007464,1,[510],[1],[]
1007465,1,[510],[1],[]
1007466,1,[510],[1],[]
1007467,1,[510],[1],[]
1007468,1,[510],[1],[]
1007469,1,[510],[1],[]
1007470,1,[510],[1],[]
1007471,1,[510],[1],[]
1007472,1,[510],[1],[]
1007473,1,[510],[1],[]
1007474,1,[510],[1],[]
1008000,1,[508],[300],[]
1008001,1,[508],[300],[]
1008002,1,[508],[300],[]
1008003,1,"[12003, 508]","[1, 300]",[]
1008004,1,[508],[300],[]
1008005,1,[508],[300],[]
1008006,1,[508],[300],[]
1008007,1,[508],[300],[]
1008008,1,[508],[300],[]
1008009,1,[508],[300],[]
1008010,1,[508],[300],[]
1008011,1,"[12013, 508]","[1, 300]",[]
1008012,1,[508],[300],[]
1008013,1,[508],[300],[]
1008014,1,[508],[300],[]
1008015,1,[508],[2000],[]
1008016,1,[508],[300],[]
1008017,1,[508],[300],[]
1008018,1,[508],[300],[]
1008019,1,[508],[300],[]
1008020,1,[508],[300],[]
1008021,1,[508],[300],[]
1008022,1,[508],[300],[]
1008023,1,[508],[1000],[]
1008024,1,[508],[300],[]
1008025,1,[508],[300],[]
1008026,1,[508],[300],[]
1008027,1,[508],[300],[]
1008028,1,[508],[300],[]
1200000,1,"[500, 501]","[100, 10]",[]
1200001,1,"[500, 501]","[200, 15]",[]
1200002,1,"[500, 501]","[300, 20]",[]
1200003,1,"[500, 501]","[500, 25]",[]
1200004,1,"[500, 501]","[800, 30]",[]
1200005,1,"[500, 501]","[900, 35]",[]
1200006,1,"[500, 501]","[1000, 40]",[]
1200007,1,"[500, 501]","[1100, 45]",[]
1200008,1,"[500, 501]","[1200, 50]",[]
1200009,1,"[500, 501]","[1300, 55]",[]
1200010,1,"[500, 501]","[20, 10]",[]
1200011,1,"[500, 501]","[100, 15]",[]
1200012,1,"[500, 501]","[200, 20]",[]
1200013,1,"[500, 501]","[500, 25]",[]
1200014,1,"[500, 501]","[800, 30]",[]
1200015,1,"[500, 501]","[900, 35]",[]
1200016,1,"[500, 501]","[1000, 40]",[]
1200017,1,"[500, 501]","[1100, 45]",[]
